method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean
SOBOL,CMA,Problem8,361.1883,0.5372662,0.2457877,3.190348,0.9805209,74.71137463
SOBOL,CMA,Problem8,361.1883,0.5372662,0.2457877,3.787829,0.6096756,104.1580781
SOBOL,CMA,Problem8,361.1883,0.5372662,0.2457877,3.787829,0.9805209,-176.487119
SOBOL,CMA,Problem8,361.1883,0.5372662,1.052681,3.787829,0.9805209,-132.4778063
SOBOL,CMA,Problem8,361.1883,0.7525587,0.2457877,3.787829,0.9805209,416.0321849
SOBOL,CMA,Problem8,361.5187,0.5943645,1.405398,1.254877,0.0530257,290.5298737
SOBOL,CMA,Problem8,361.5187,0.5943645,1.405398,1.254877,0.7268819,-85.74385887
SOBOL,CMA,Problem8,361.5187,0.5943645,1.405398,1.382696,0.7268819,249.0062717
SOBOL,CMA,Problem8,361.5187,0.5943645,1.729432,1.254877,0.7268819,-158.2178989
SOBOL,CMA,Problem8,361.5187,0.8850214,1.405398,1.254877,0.7268819,143.7461123
SOBOL,CMA,Problem8,367.0909,0.3968368,0.6316843,0.3801557,0.1088956,166.2373796
SOBOL,CMA,Problem8,367.0909,0.3968368,0.6316843,3.939827,0.1088956,-311.721417
SOBOL,CMA,Problem8,367.0909,0.3968368,0.6316843,3.939827,0.7517646,-310.1014677
SOBOL,CMA,Problem8,367.0909,0.3968368,1.152388,3.939827,0.1088956,-149.8483297
SOBOL,CMA,Problem8,367.0909,0.9862196,0.6316843,3.939827,0.1088956,76.77553008
SOBOL,CMA,Problem8,37.23,0.162372,1.72345,3.30136,0.471975,22.37543327
SOBOL,CMA,Problem8,37.23,0.628197,1.72345,1.47825,0.471975,-47.8107706
SOBOL,CMA,Problem8,37.23,0.628197,1.72345,3.30136,0.471975,-83.87726394
SOBOL,CMA,Problem8,37.23,0.628197,1.72345,3.30136,0.741845,26.7401308
SOBOL,CMA,Problem8,37.23,0.628197,1.95821,3.30136,0.471975,315.8219189
SOBOL,CMA,Problem8,372.8055,0.2896884,1.441908,0.7094493,0.7605842,155.6671129
SOBOL,CMA,Problem8,372.8055,0.8505244,1.901408,0.184114,0.3995408,-226.9704687
SOBOL,CMA,Problem8,377.5268,0.6874587,1.978254,3.110016,0.6155336,109.0891534
SOBOL,CMA,Problem8,377.5268,0.8057915,1.418608,0.2744622,0.02759668,39.08659473
SOBOL,CMA,Problem8,382.6024,0.9166577,0.8559236,2.740937,0.3481797,-80.09548785
SOBOL,CMA,Problem8,382.6024,0.9622031,0.3610924,2.740937,0.3481797,-176.0800741
SOBOL,CMA,Problem8,382.6024,0.9622031,0.8559236,2.050185,0.3481797,6.869421776
SOBOL,CMA,Problem8,382.6024,0.9622031,0.8559236,2.740937,0.3302859,132.7336898
SOBOL,CMA,Problem8,382.6024,0.9622031,0.8559236,2.740937,0.3481797,-85.19523533
SOBOL,CMA,Problem8,387.3054,0.168241,1.266547,2.491875,0.8995444,161.9907183
SOBOL,CMA,Problem8,387.3054,0.168241,1.302192,0.08897809,0.8995444,-341.5219424
SOBOL,CMA,Problem8,387.3054,0.168241,1.302192,2.491875,0.8995444,-75.20179242
SOBOL,CMA,Problem8,387.3054,0.168241,1.302192,2.491875,0.9677873,-265.9925169
SOBOL,CMA,Problem8,387.3054,0.5493228,1.302192,2.491875,0.8995444,458.4133437
SOBOL,CMA,Problem8,393.1815,0.1283379,1.867136,3.68556,0.4019327,-3.075975754
SOBOL,CMA,Problem8,393.1815,0.5780406,1.84189,1.52965,0.9262861,65.58122019
SOBOL,CMA,Problem8,398.8358,0.4257606,1.751218,0.6356682,0.6005934,325.0255906
SOBOL,CMA,Problem8,398.8358,0.7447657,0.1682908,0.6356682,0.6005934,3.507411638
SOBOL,CMA,Problem8,398.8358,0.7447657,1.751218,0.5911802,0.6005934,-47.56839316
SOBOL,CMA,Problem8,398.8358,0.7447657,1.751218,0.6356682,0.6005934,-121.389985
SOBOL,CMA,Problem8,398.8358,0.7447657,1.751218,0.6356682,0.6120411,-150.7397646
SOBOL,CMA,Problem8,402.4054,0.1349685,0.4193885,1.193021,0.08004111,-89.32844898
SOBOL,CMA,Problem8,402.4054,0.9647419,1.334292,3.889569,0.190521,54.17207929
SOBOL,CMA,Problem8,407.0662,0.2750229,0.4111236,3.672865,0.1788039,374.0407228
SOBOL,CMA,Problem8,407.0662,0.2750229,0.4940148,1.880605,0.1788039,90.43813724
SOBOL,CMA,Problem8,407.0662,0.2750229,0.4940148,3.672865,0.1788039,49.22164127
SOBOL,CMA,Problem8,407.0662,0.2750229,0.4940148,3.672865,0.8896988,55.82890883
SOBOL,CMA,Problem8,407.0662,0.454861,0.4940148,3.672865,0.1788039,94.11533735
SOBOL,CMA,Problem8,412.5551,0.493567,0.6072753,3.164702,0.465553,56.86391039
SOBOL,CMA,Problem8,412.5551,0.493567,0.6072753,3.164702,0.858417,-368.8242555
SOBOL,CMA,Problem8,412.5551,0.493567,0.6072753,3.240956,0.858417,-111.1397199
SOBOL,CMA,Problem8,412.5551,0.493567,1.124315,3.164702,0.858417,17.01503724
SOBOL,CMA,Problem8,412.5551,0.7394409,0.6072753,3.164702,0.858417,54.52937047
SOBOL,CMA,Problem8,416.0332,0.5943645,1.405398,1.254877,0.7268819,-607.8591137
SOBOL,CMA,Problem8,416.0332,0.8850214,1.729432,1.382696,0.0530257,-27.22407693
SOBOL,CMA,Problem8,42.4199,0.470822,0.224619,2.39351,0.314281,-215.6714703
SOBOL,CMA,Problem8,42.4199,0.563931,1.03638,1.10695,0.655152,-331.516422
SOBOL,CMA,Problem8,421.4881,0.1349685,0.4193885,1.193021,0.08004111,180.3427933
SOBOL,CMA,Problem8,421.4881,0.1349685,0.4193885,1.193021,0.190521,-14.69688469
SOBOL,CMA,Problem8,421.4881,0.1349685,0.4193885,3.889569,0.08004111,-81.5172383
SOBOL,CMA,Problem8,421.4881,0.1349685,1.334292,1.193021,0.08004111,-144.7134637
SOBOL,CMA,Problem8,421.4881,0.9647419,0.4193885,1.193021,0.08004111,46.52243511
SOBOL,CMA,Problem8,429.9554,0.4379301,0.8674117,0.9913926,0.7206558,1.327049842
SOBOL,CMA,Problem8,429.9554,0.8326205,0.8674117,0.9913926,0.2002405,-38.32503218
SOBOL,CMA,Problem8,429.9554,0.8326205,0.8674117,0.9913926,0.7206558,139.8600639
SOBOL,CMA,Problem8,429.9554,0.8326205,0.8674117,3.642634,0.7206558,-61.43075418
SOBOL,CMA,Problem8,429.9554,0.8326205,0.8733716,0.9913926,0.7206558,46.41534281
SOBOL,CMA,Problem8,432.0806,0.2088238,0.8826737,1.06387,0.7702922,410.2476429
SOBOL,CMA,Problem8,432.0806,0.2577423,1.523545,1.877883,0.9323399,-63.8455541
SOBOL,CMA,Problem8,439.2945,0.4175532,1.393657,2.306374,0.7761733,203.3743949
SOBOL,CMA,Problem8,439.2945,0.58547,1.00063,2.409685,0.6703168,-240.6751176
SOBOL,CMA,Problem8,444.2803,0.3207307,1.133261,3.071015,0.3643292,152.0801907
SOBOL,CMA,Problem8,444.2803,0.7372871,0.7871541,0.07841701,0.5824735,256.0066219
SOBOL,CMA,Problem8,448.4446,0.5563545,1.112601,0.03564913,0.0346927,-100.8726211
SOBOL,CMA,Problem8,448.4446,0.9693897,0.4335757,1.377189,0.281006,-75.39239335
SOBOL,CMA,Problem8,452.7272,0.6771611,1.934426,0.6935107,0.4607264,12.04948818
SOBOL,CMA,Problem8,452.7272,0.7275681,1.908712,0.6935107,0.4607264,-336.6506841
SOBOL,CMA,Problem8,452.7272,0.7275681,1.934426,0.6935107,0.4607264,404.1177118
SOBOL,CMA,Problem8,452.7272,0.7275681,1.934426,0.6935107,0.7916798,-154.8859611
SOBOL,CMA,Problem8,452.7272,0.7275681,1.934426,0.7597425,0.4607264,-75.80034851
SOBOL,CMA,Problem8,456.5859,0.109627,0.7607287,2.162199,0.6410377,-103.0697545
SOBOL,CMA,Problem8,456.5859,0.9314541,0.2915585,2.162199,0.6410377,112.265112
SOBOL,CMA,Problem8,456.5859,0.9314541,0.7607287,1.30894,0.6410377,194.9829514
SOBOL,CMA,Problem8,456.5859,0.9314541,0.7607287,2.162199,0.5937159,170.8200981
SOBOL,CMA,Problem8,456.5859,0.9314541,0.7607287,2.162199,0.6410377,264.6757219
SOBOL,CMA,Problem8,463.8172,0.3514377,0.4790598,2.836022,0.5766233,-51.69623148
SOBOL,CMA,Problem8,463.8172,0.3514377,1.792935,2.341358,0.5766233,101.7839986
SOBOL,CMA,Problem8,463.8172,0.3514377,1.792935,2.836022,0.09969904,159.4278534
SOBOL,CMA,Problem8,463.8172,0.3514377,1.792935,2.836022,0.5766233,-123.8341294
SOBOL,CMA,Problem8,463.8172,0.4864865,1.792935,2.836022,0.5766233,67.83423961
SOBOL,CMA,Problem8,469.74,0.2394205,1.533354,1.661017,0.5389572,69.92737956
SOBOL,CMA,Problem8,469.74,0.2394205,1.659436,1.661017,0.04619915,-19.98807364
SOBOL,CMA,Problem8,469.74,0.2394205,1.659436,1.661017,0.5389572,191.8510984
SOBOL,CMA,Problem8,469.74,0.2394205,1.659436,2.369618,0.5389572,114.7118958
SOBOL,CMA,Problem8,469.74,0.5879414,1.659436,1.661017,0.5389572,71.84634835
SOBOL,CMA,Problem8,47.3209,0.663486,1.62144,0.172387,0.824947,180.1339204
SOBOL,CMA,Problem8,47.3209,0.663486,1.62144,1.71214,0.441909,233.9136312
SOBOL,CMA,Problem8,47.3209,0.663486,1.62144,1.71214,0.824947,-79.74981095
SOBOL,CMA,Problem8,47.3209,0.663486,1.70042,1.71214,0.824947,-51.98272667
SOBOL,CMA,Problem8,47.3209,0.82743,1.62144,1.71214,0.824947,409.3337214
SOBOL,CMA,Problem8,471.6762,0.3070124,0.2030821,2.599925,0.2636124,251.1556812
SOBOL,CMA,Problem8,471.6762,0.6169173,1.209976,2.660054,0.6862861,-1.530432753
SOBOL,CMA,Problem8,476.2601,0.2774447,0.6998366,1.616455,0.7579046,-13.5047032
SOBOL,CMA,Problem8,476.2601,0.2774447,0.6998366,3.956992,0.04489436,-273.0372868
SOBOL,CMA,Problem8,476.2601,0.2774447,0.6998366,3.956992,0.7579046,401.9567114
SOBOL,CMA,Problem8,476.2601,0.2774447,1.588155,3.956992,0.7579046,-40.59760892
SOBOL,CMA,Problem8,476.2601,0.8952541,0.6998366,3.956992,0.7579046,62.47348215
SOBOL,CMA,Problem8,483.7858,0.5066515,0.8117311,2.897916,0.3863149,41.92262383
SOBOL,CMA,Problem8,483.7858,0.7253606,0.8117311,0.649448,0.3863149,-303.9986313
SOBOL,CMA,Problem8,483.7858,0.7253606,0.8117311,2.897916,0.2136786,212.2600244
SOBOL,CMA,Problem8,483.7858,0.7253606,0.8117311,2.897916,0.3863149,31.18123512
SOBOL,CMA,Problem8,483.7858,0.7253606,0.9875035,2.897916,0.3863149,162.042568
SOBOL,CMA,Problem8,488.5873,0.3976596,0.9306573,2.51183,0.5007956,-57.54330877
SOBOL,CMA,Problem8,488.5873,0.3976596,0.9306573,2.522117,0.5007956,-102.1711325
SOBOL,CMA,Problem8,488.5873,0.3976596,0.9306573,2.522117,0.8818654,-73.74171866
SOBOL,CMA,Problem8,488.5873,0.3976596,1.45775,2.522117,0.5007956,-60.42149942
SOBOL,CMA,Problem8,488.5873,0.4487492,0.9306573,2.522117,0.5007956,129.1649766
SOBOL,CMA,Problem8,49.6382,0.48976,0.524055,3.5913,0.413217,-76.65970563
SOBOL,CMA,Problem8,49.6382,0.845754,0.524055,0.336352,0.413217,-176.5956463
SOBOL,CMA,Problem8,49.6382,0.845754,0.524055,3.5913,0.413217,-115.3762581
SOBOL,CMA,Problem8,49.6382,0.845754,0.524055,3.5913,0.875295,74.95394567
SOBOL,CMA,Problem8,49.6382,0.845754,1.07047,3.5913,0.413217,214.1388754
SOBOL,CMA,Problem8,492.64,0.2199486,1.200099,3.148308,0.07718388,-101.0589261
SOBOL,CMA,Problem8,492.64,0.3139476,0.9481265,0.5237644,0.6794292,-193.0339691
SOBOL,CMA,Problem8,499.0644,0.137078,0.2202601,1.756647,0.3946726,-151.5343543
SOBOL,CMA,Problem8,499.0644,0.137078,0.2202601,1.756647,0.7658164,-102.6435329
SOBOL,CMA,Problem8,499.0644,0.137078,0.2202601,3.237968,0.7658164,195.7827113
SOBOL,CMA,Problem8,499.0644,0.137078,1.338242,1.756647,0.7658164,-185.742301
SOBOL,CMA,Problem8,499.0644,0.267348,0.2202601,1.756647,0.7658164,91.06404108
SOBOL,CMA,Problem8,501.4495,0.903765,0.9063944,1.290862,0.6901677,-31.38445491
SOBOL,CMA,Problem8,501.4495,0.9895368,0.7398554,1.980506,0.5745614,-404.0437619
SOBOL,CMA,Problem8,507.7485,0.4175532,1.00063,2.409685,0.6703168,294.5242641
SOBOL,CMA,Problem8,507.7485,0.58547,1.00063,2.306374,0.6703168,203.5498204
SOBOL,CMA,Problem8,507.7485,0.58547,1.00063,2.409685,0.6703168,8.027948116
SOBOL,CMA,Problem8,507.7485,0.58547,1.00063,2.409685,0.7761733,-20.50114346
SOBOL,CMA,Problem8,507.7485,0.58547,1.393657,2.409685,0.6703168,-118.7393415
SOBOL,CMA,Problem8,512.3937,0.1550823,0.7960131,3.045247,0.1001163,-25.59038932
SOBOL,CMA,Problem8,512.3937,0.6501952,0.6929133,0.1015476,0.7842188,-26.70700537
SOBOL,CMA,Problem8,517.9271,0.1877265,0.6411703,2.223251,0.9597999,165.6838642
SOBOL,CMA,Problem8,517.9271,0.1877265,0.9573932,1.450948,0.9597999,-274.9429574
SOBOL,CMA,Problem8,517.9271,0.1877265,0.9573932,2.223251,0.1575177,-201.3998748
SOBOL,CMA,Problem8,517.9271,0.1877265,0.9573932,2.223251,0.9597999,-88.34944385
SOBOL,CMA,Problem8,517.9271,0.6129825,0.9573932,2.223251,0.9597999,-288.5481017
SOBOL,CMA,Problem8,520.9588,0.407094,0.1460817,2.706542,0.5247444,95.75150595
SOBOL,CMA,Problem8,520.9588,0.407094,0.4860707,2.706542,0.09229155,-41.46203705
SOBOL,CMA,Problem8,520.9588,0.407094,0.4860707,2.706542,0.5247444,-21.74808321
SOBOL,CMA,Problem8,520.9588,0.407094,0.4860707,2.966489,0.5247444,-33.27113437
SOBOL,CMA,Problem8,520.9588,0.751505,0.4860707,2.706542,0.5247444,165.0540916
SOBOL,CMA,Problem8,527.603,0.1029607,1.182911,1.738251,0.292254,32.90437044
SOBOL,CMA,Problem8,527.603,0.9340523,0.3211242,1.56737,0.6653095,224.580164
SOBOL,CMA,Problem8,531.5336,0.2556997,0.6723832,3.766268,0.3546772,-51.47277195
SOBOL,CMA,Problem8,531.5336,0.2556997,0.8209189,3.271306,0.3546772,-45.61876548
SOBOL,CMA,Problem8,531.5336,0.2556997,0.8209189,3.766268,0.3546772,158.2147926
SOBOL,CMA,Problem8,531.5336,0.2556997,0.8209189,3.766268,0.860551,-81.54471563
SOBOL,CMA,Problem8,531.5336,0.7151573,0.8209189,3.766268,0.3546772,-62.27785279
SOBOL,CMA,Problem8,535.3461,0.6263922,1.321253,1.497648,0.3835643,210.1107321
SOBOL,CMA,Problem8,535.3461,0.6263922,1.321253,1.497648,0.5113351,-257.8236937
SOBOL,CMA,Problem8,535.3461,0.6263922,1.321253,3.919367,0.3835643,-325.0100064
SOBOL,CMA,Problem8,535.3461,0.6263922,1.572739,1.497648,0.3835643,-250.0861914
SOBOL,CMA,Problem8,535.3461,0.9139736,1.321253,1.497648,0.3835643,67.79817413
SOBOL,CMA,Problem8,540.7221,0.1766446,0.5413501,2.117408,0.9362872,-62.21129695
SOBOL,CMA,Problem8,540.7221,0.8171344,0.2332908,1.581108,0.8726816,321.5086013
SOBOL,CMA,Problem8,547.0647,0.2479912,1.106507,2.190678,0.9411273,-75.35951866
SOBOL,CMA,Problem8,547.0647,0.6484512,0.3061954,2.616649,0.8255687,-2.046586942
SOBOL,CMA,Problem8,55.9446,0.734202,0.712048,0.955848,0.704816,-1.506575258
SOBOL,CMA,Problem8,55.9446,0.788606,0.712048,0.550376,0.704816,-29.714926
SOBOL,CMA,Problem8,55.9446,0.788606,0.712048,0.955848,0.275152,218.670246
SOBOL,CMA,Problem8,55.9446,0.788606,0.712048,0.955848,0.704816,40.88790185
SOBOL,CMA,Problem8,55.9446,0.788606,0.720535,0.955848,0.704816,-260.6219016
SOBOL,CMA,Problem8,553.4231,0.6050349,1.988651,0.1491895,0.2681389,16.53139264
SOBOL,CMA,Problem8,553.4231,0.8879965,1.460603,3.722697,0.01993331,285.2445976
SOBOL,CMA,Problem8,554.9882,0.5032174,0.6833634,2.550107,0.55895,237.6518814
SOBOL,CMA,Problem8,554.9882,0.8995306,1.630171,3.412142,0.717463,199.0838084
SOBOL,CMA,Problem8,562.3125,0.7342016,0.7205351,0.5503755,0.2751518,318.003725
SOBOL,CMA,Problem8,562.3125,0.7886063,0.7120479,0.9558478,0.7048165,259.8123788
SOBOL,CMA,Problem8,567.1192,0.3327259,0.658578,3.291623,0.5090141,100.3753029
SOBOL,CMA,Problem8,567.1192,0.6350678,0.5507068,3.291623,0.5090141,-110.5872369
SOBOL,CMA,Problem8,567.1192,0.6350678,0.658578,0.2814198,0.5090141,413.1783891
SOBOL,CMA,Problem8,567.1192,0.6350678,0.658578,3.291623,0.5090141,-321.0914407
SOBOL,CMA,Problem8,567.1192,0.6350678,0.658578,3.291623,0.8077258,105.4208978
SOBOL,CMA,Problem8,570.2486,0.374523,1.570611,3.540586,0.42232,299.1066279
SOBOL,CMA,Problem8,570.2486,0.374523,1.570611,3.709494,0.42232,-234.5184983
SOBOL,CMA,Problem8,570.2486,0.374523,1.570611,3.709494,0.4955418,-73.97441656
SOBOL,CMA,Problem8,570.2486,0.374523,1.743208,3.709494,0.42232,106.7208775
SOBOL,CMA,Problem8,570.2486,0.476686,1.570611,3.709494,0.42232,281.1752964
SOBOL,CMA,Problem8,577.3783,0.3734658,1.156797,0.1380073,0.9916443,276.0435676
SOBOL,CMA,Problem8,577.3783,0.3734658,1.156797,2.733483,0.3235379,204.0249407
SOBOL,CMA,Problem8,577.3783,0.3734658,1.156797,2.733483,0.9916443,183.3545639
SOBOL,CMA,Problem8,577.3783,0.3734658,1.355244,2.733483,0.9916443,-5.157604887
SOBOL,CMA,Problem8,577.3783,0.7166674,1.156797,2.733483,0.9916443,220.9448405
SOBOL,CMA,Problem8,580.1867,0.2131023,1.818921,0.4238751,0.4479749,232.0845937
SOBOL,CMA,Problem8,580.1867,0.7655666,0.1179493,1.853363,0.9118586,-270.295767
SOBOL,CMA,Problem8,586.4268,0.6771611,1.908712,0.7597425,0.7916798,-280.3299481
SOBOL,CMA,Problem8,586.4268,0.7275681,1.934426,0.6935107,0.4607264,165.3576767
SOBOL,CMA,Problem8,592.3241,0.4257606,0.1682908,0.5911802,0.6120411,7.564550688
SOBOL,CMA,Problem8,592.3241,0.7447657,1.751218,0.6356682,0.6005934,203.9646441
SOBOL,CMA,Problem8,596.8431,0.137078,0.2202601,1.756647,0.7658164,134.9348692
SOBOL,CMA,Problem8,596.8431,0.267348,1.338242,3.237968,0.3946726,-356.621798
SOBOL,CMA,Problem8,603.4692,0.6216504,0.6415154,0.8521321,0.2712096,-22.0676857
SOBOL,CMA,Problem8,603.4692,0.6216504,0.6415154,0.8521321,0.5524414,-41.29363639
SOBOL,CMA,Problem8,603.4692,0.6216504,0.6415154,1.142132,0.5524414,-100.7181777
SOBOL,CMA,Problem8,603.4692,0.6216504,1.787844,0.8521321,0.5524414,56.16599125
SOBOL,CMA,Problem8,603.4692,0.8661077,0.6415154,0.8521321,0.5524414,-118.0577128
SOBOL,CMA,Problem8,608.4427,0.6937006,1.679747,1.220437,0.5699418,-43.69899645
SOBOL,CMA,Problem8,608.4427,0.7798731,1.601233,0.9345553,0.2411192,272.8989479
SOBOL,CMA,Problem8,609.5582,0.3808564,1.755549,0.4844501,0.4054765,326.202595
SOBOL,CMA,Problem8,609.5582,0.5191281,1.138874,3.522454,0.2371649,82.47045873
SOBOL,CMA,Problem8,618.0534,0.3063276,0.1324072,2.957911,0.5152148,292.1312069
SOBOL,CMA,Problem8,618.0534,0.7584183,1.382332,3.444638,0.1527536,-28.38383315
SOBOL,CMA,Problem8,623.1757,0.4203812,1.238203,3.754159,0.7468077,140.7057273
SOBOL,CMA,Problem8,623.1757,0.459183,1.807521,2.85826,0.4394948,146.5408542
SOBOL,CMA,Problem8,625.1976,0.4974183,1.560251,1.954859,0.3397075,-46.40153231
SOBOL,CMA,Problem8,625.1976,0.6017831,0.7835226,1.954859,0.3397075,23.60808868
SOBOL,CMA,Problem8,625.1976,0.6017831,1.560251,0.3071612,0.3397075,-220.7326327
SOBOL,CMA,Problem8,625.1976,0.6017831,1.560251,1.954859,0.3397075,-181.6014096
SOBOL,CMA,Problem8,625.1976,0.6017831,1.560251,1.954859,0.6491213,207.5695863
SOBOL,CMA,Problem8,632.2547,0.5066515,0.9875035,0.649448,0.2136786,277.9039053
SOBOL,CMA,Problem8,632.2547,0.7253606,0.8117311,2.897916,0.3863149,175.7477462
SOBOL,CMA,Problem8,636.7185,0.1724478,0.8485379,3.326492,0.2868852,88.77748388
SOBOL,CMA,Problem8,636.7185,0.6723116,0.8485379,0.2393473,0.2868852,-64.42059872
SOBOL,CMA,Problem8,636.7185,0.6723116,0.8485379,3.326492,0.1444047,81.85965864
SOBOL,CMA,Problem8,636.7185,0.6723116,0.8485379,3.326492,0.2868852,61.94734418
SOBOL,CMA,Problem8,636.7185,0.6723116,1.227789,3.326492,0.2868852,31.74430808
SOBOL,CMA,Problem8,64.391,0.150485,0.570866,2.90903,0.977074,164.3321396
SOBOL,CMA,Problem8,64.391,0.54182,0.830563,3.4602,0.06544,41.57898696
SOBOL,CMA,Problem8,640.0953,0.7663354,0.8935326,1.434887,0.705471,92.20071409
SOBOL,CMA,Problem8,640.0953,0.9481863,0.6168146,0.4524873,0.3729472,-8.256715725
SOBOL,CMA,Problem8,644.5536,0.8000291,1.01043,1.96878,0.5329894,-33.24565601
SOBOL,CMA,Problem8,644.5536,0.8369596,1.389618,1.792672,0.5443055,-174.252312
SOBOL,CMA,Problem8,651.9025,0.3976596,0.9306573,2.522117,0.5007956,79.93041085
SOBOL,CMA,Problem8,651.9025,0.4487492,1.45775,2.51183,0.8818654,180.5739433
SOBOL,CMA,Problem8,654.9358,0.5351609,0.8323326,2.450313,0.8331874,-22.19553328
SOBOL,CMA,Problem8,654.9358,0.8154487,0.9110998,2.68698,0.5644615,-264.7930943
SOBOL,CMA,Problem8,662.3853,0.1029607,0.3211242,1.56737,0.6653095,46.24842868
SOBOL,CMA,Problem8,662.3853,0.9340523,0.3211242,1.56737,0.292254,-142.6635235
SOBOL,CMA,Problem8,662.3853,0.9340523,0.3211242,1.56737,0.6653095,-259.3926049
SOBOL,CMA,Problem8,662.3853,0.9340523,0.3211242,1.738251,0.6653095,-27.04763752
SOBOL,CMA,Problem8,662.3853,0.9340523,1.182911,1.56737,0.6653095,-218.2452624
SOBOL,CMA,Problem8,663.6579,0.1504847,0.830563,3.460197,0.06544,-104.8797309
SOBOL,CMA,Problem8,663.6579,0.5418197,0.5708663,3.460197,0.06544,77.94164596
SOBOL,CMA,Problem8,663.6579,0.5418197,0.830563,2.909032,0.06544,-80.79916072
SOBOL,CMA,Problem8,663.6579,0.5418197,0.830563,3.460197,0.06544,94.16594218
SOBOL,CMA,Problem8,663.6579,0.5418197,0.830563,3.460197,0.977074,11.43940385
SOBOL,CMA,Problem8,671.37,0.3968368,0.6316843,3.939827,0.1088956,209.4585831
SOBOL,CMA,Problem8,671.37,0.9862196,1.152388,0.3801557,0.7517646,-72.58114266
SOBOL,CMA,Problem8,673.3301,0.6554033,0.3542167,3.802444,0.3422663,-111.9233607
SOBOL,CMA,Problem8,673.3301,0.6683287,0.3668464,3.990456,0.1724182,-22.10000397
SOBOL,CMA,Problem8,68.9175,0.407094,0.486071,2.70654,0.524744,120.3049906
SOBOL,CMA,Problem8,68.9175,0.751505,0.146082,2.96649,0.0922915,244.6994073
SOBOL,CMA,Problem8,683.0787,0.1724478,1.227789,0.2393473,0.1444047,365.6649889
SOBOL,CMA,Problem8,683.0787,0.6723116,0.8485379,3.326492,0.2868852,-314.0667622
SOBOL,CMA,Problem8,688.0437,0.116046,0.3941034,0.7643004,0.1165783,-113.1759731
SOBOL,CMA,Problem8,688.0437,0.116046,0.3941034,0.7643004,0.4936286,-203.6672082
SOBOL,CMA,Problem8,688.0437,0.116046,0.3941034,2.028409,0.1165783,108.2362648
SOBOL,CMA,Problem8,688.0437,0.116046,1.512283,0.7643004,0.1165783,148.8234777
SOBOL,CMA,Problem8,688.0437,0.2521854,0.3941034,0.7643004,0.1165783,142.8546491
SOBOL,CMA,Problem8,691.7862,0.8000291,1.01043,1.792672,0.5329894,-68.44920205
SOBOL,CMA,Problem8,691.7862,0.8000291,1.01043,1.96878,0.5329894,130.3832724
SOBOL,CMA,Problem8,691.7862,0.8000291,1.01043,1.96878,0.5443055,-146.8715006
SOBOL,CMA,Problem8,691.7862,0.8000291,1.389618,1.96878,0.5329894,-106.0315682
SOBOL,CMA,Problem8,691.7862,0.8369596,1.01043,1.96878,0.5329894,359.1106626
SOBOL,CMA,Problem8,697.7647,0.5351609,0.8323326,2.450313,0.5644615,-186.2457518
SOBOL,CMA,Problem8,697.7647,0.5351609,0.8323326,2.450313,0.8331874,87.32488494
SOBOL,CMA,Problem8,697.7647,0.5351609,0.8323326,2.68698,0.8331874,-103.0741279
SOBOL,CMA,Problem8,697.7647,0.5351609,0.9110998,2.450313,0.8331874,236.5775545
SOBOL,CMA,Problem8,697.7647,0.8154487,0.8323326,2.450313,0.8331874,30.90206022
SOBOL,CMA,Problem8,699.6566,0.4666358,0.9362349,2.137308,0.1990447,15.6421292
SOBOL,CMA,Problem8,699.6566,0.4666358,1.063419,1.034291,0.1990447,23.8541223
SOBOL,CMA,Problem8,699.6566,0.4666358,1.063419,2.137308,0.1990447,255.4456305
SOBOL,CMA,Problem8,699.6566,0.4666358,1.063419,2.137308,0.4802977,225.9669976
SOBOL,CMA,Problem8,699.6566,0.7794783,1.063419,2.137308,0.1990447,32.90282787
SOBOL,CMA,Problem8,70.3698,0.187726,0.957393,2.22325,0.9598,133.7276253
SOBOL,CMA,Problem8,70.3698,0.612982,0.64117,1.45095,0.157518,362.286514
SOBOL,CMA,Problem8,703.2708,0.2088238,0.8826737,1.06387,0.7702922,-259.2417294
SOBOL,CMA,Problem8,703.2708,0.2088238,0.8826737,1.06387,0.9323399,-62.64897513
SOBOL,CMA,Problem8,703.2708,0.2088238,0.8826737,1.877883,0.7702922,-90.36284362
SOBOL,CMA,Problem8,703.2708,0.2088238,1.523545,1.06387,0.7702922,-385.3814694
SOBOL,CMA,Problem8,703.2708,0.2577423,0.8826737,1.06387,0.7702922,-19.04787453
SOBOL,CMA,Problem8,708.7166,0.3610172,1.616849,3.963476,0.923554,207.9441515
SOBOL,CMA,Problem8,708.7166,0.5726816,1.245173,0.5770822,0.8452756,64.42675721
SOBOL,CMA,Problem8,713.1844,0.6050349,1.460603,0.1491895,0.2681389,-686.3707161
SOBOL,CMA,Problem8,713.1844,0.6050349,1.988651,0.1491895,0.01993331,144.657379
SOBOL,CMA,Problem8,713.1844,0.6050349,1.988651,0.1491895,0.2681389,140.5854283
SOBOL,CMA,Problem8,713.1844,0.6050349,1.988651,3.722697,0.2681389,284.7376052
SOBOL,CMA,Problem8,713.1844,0.8879965,1.988651,0.1491895,0.2681389,-72.38987484
SOBOL,CMA,Problem8,722.6966,0.2556997,0.8209189,3.766268,0.3546772,-117.1677033
SOBOL,CMA,Problem8,722.6966,0.7151573,0.6723832,3.271306,0.860551,-357.3500763
